Tract,neighborhood,Labor Force,Unemployed,Employed,Family Poverty,No HS,Some HS,HS Graduates,Bachelors Degree,Grad/Prof Degree,Private Health Ins,Public Health Ins,No Health Ins,No Vehicles,One Vehicle,Two Vehicles,Three+ Vehicles,Drive Alone,Carpooled,Walked,Other means,WFH,Public Transit,Total Population,Male,Female,Census Tract Number,Life Expectancy,Life Expectancy Standard Error,NAME10,Life Expectancy_abvavg,Life_Expectancy_Difference,Unemployed_cat_10-15%,Unemployed_cat_15-20%,Unemployed_cat_20-25%,Unemployed_cat_25 or more,Unemployed_cat_5-10%,Unemployed_cat_less than 5%,sex_cat_More Men,sex_cat_More Women,vehicle_cat_No Vehicles,vehicle_cat_One Vehicle,vehicle_cat_Three+ Vehicles,vehicle_cat_Two Vehicles,transport_cat_Carpooled,transport_cat_Drive Alone,transport_cat_Public Transit,transport_cat_Walked,education_cat_Bachelors Degree,education_cat_Grad/Prof Degree,education_cat_HS Graduates,education_cat_No HS,education_cat_Some HS,health_ins_cat_No Health Ins,health_ins_cat_Private Health Ins,health_ins_cat_Public Health Ins,area_Central,area_Far North Side,area_Far South Side,area_Far Southwest Side,area_North Side,area_Northwest Side,area_South Side,area_Southwest Side,area_West Side
838000.0,NEAR WEST SIDE,1438.0,11.6,52.3,30.0,3.3,13.8,24.4,20.3,11.8,42.3,44.9,18.8,51.8,29.3,18.3,0.6,39.2,2.9,5.8,4.9,8.7,38.6,2928.0,47.3,52.7,8380.0,70.7,1.8804,8380.0,0,-6.059305729820167,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
838100.0,NEAR WEST SIDE,999.0,11.5,45.8,6.7,7.0,14.3,15.5,16.9,18.6,52.6,37.2,16.2,56.3,35.7,7.3,0.8,35.7,6.6,17.3,1.1,2.4,36.8,1868.0,51.5,48.5,8381.0,73.8,2.7672,8381.0,0,-2.959305729820173,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
838700.0,NORTH LAWNDALE,1449.0,14.3,30.5,56.6,7.1,27.2,33.0,6.2,0.4,14.9,68.2,19.2,52.6,42.0,3.2,2.1,41.9,12.0,0.2,4.8,6.7,34.5,4736.0,44.4,55.6,8387.0,70.1,2.1771,8387.0,0,-6.659305729820176,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
838800.0,SOUTH DEERING,1337.0,15.2,40.5,49.9,20.2,11.5,36.1,3.8,3.2,21.8,59.4,23.4,39.6,39.1,12.8,8.5,61.5,9.2,1.0,0.8,4.3,23.2,3525.0,44.7,55.3,8388.0,74.6,2.0229,8388.0,0,-2.1593057298201757,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
839000.0,LOOP,6400.0,3.1,76.3,5.3,0.7,0.3,4.3,40.7,37.8,91.1,8.4,4.0,41.5,47.0,10.8,0.7,27.7,5.0,29.1,3.5,7.9,26.9,8848.0,43.7,56.3,8390.0,80.4,1.3916,8390.0,1,3.6406942701798357,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
839100.0,LOOP,3723.0,4.9,64.6,10.8,1.7,4.7,10.7,33.7,37.6,88.9,8.2,5.9,57.0,40.1,1.6,1.3,13.5,3.6,47.8,4.0,5.9,25.2,5704.0,55.6,44.4,8391.0,78.23333333333333,1.8219,8391.0,1,1.4740276035131643,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
839200.0,DOUGLAS,1403.0,9.7,51.5,11.4,2.4,10.1,15.4,23.7,21.0,57.9,31.5,18.3,33.9,51.0,11.0,4.1,42.7,0.7,8.9,2.6,3.1,42.1,2517.0,45.6,54.4,8392.0,73.7,1.7565,8392.0,0,-3.059305729820167,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
839500.0,DOUGLAS,566.0,2.3,44.6,9.8,10.7,12.1,9.2,28.8,18.8,66.3,32.4,9.1,48.2,31.0,9.5,11.3,51.1,11.0,11.6,0.0,11.2,15.2,1304.0,38.7,61.3,8395.0,75.6,2.1485,8395.0,0,-1.1593057298201757,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
839600.0,DOUGLAS,827.0,8.7,42.9,20.2,6.1,10.3,25.4,20.8,15.0,51.2,38.6,17.6,51.1,29.3,12.0,7.6,45.8,7.9,4.3,3.2,6.2,32.6,1746.0,47.3,52.7,8396.0,74.3,1.8354,8396.0,0,-2.459305729820173,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
839700.0,BRIDGEPORT,2635.0,7.0,60.3,20.8,10.4,7.8,26.6,18.9,11.0,49.3,35.5,19.2,21.8,42.3,30.5,5.5,50.3,13.8,8.1,3.3,2.3,22.3,5053.0,50.8,49.2,8397.0,78.9,1.4169,8397.0,1,2.1406942701798357,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
839800.0,BRIDGEPORT,1583.0,2.5,60.8,14.6,8.2,2.6,27.0,18.1,17.9,64.2,27.6,15.0,23.3,41.2,25.1,10.3,45.8,19.5,6.4,6.0,5.2,17.0,2810.0,47.6,52.4,8398.0,82.4,3.0287,8398.0,1,5.640694270179836,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
839900.0,BRIDGEPORT,2272.0,7.4,61.9,12.2,7.4,8.5,26.8,18.2,11.5,73.6,19.5,11.2,17.4,39.6,37.5,5.5,71.9,8.0,3.4,2.9,4.5,9.2,3985.0,50.0,50.0,8399.0,79.6,2.3091,8399.0,1,2.8406942701798243,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
840000.0,BRIDGEPORT,1501.0,8.3,59.5,11.2,10.2,5.7,26.1,20.1,10.9,76.8,22.6,6.1,18.0,33.1,38.9,10.0,60.4,13.9,3.3,1.6,0.4,20.5,2759.0,48.8,51.2,8400.0,81.7,2.7944,8400.0,1,4.940694270179833,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
840100.0,BRIDGEPORT,1448.0,11.1,54.5,16.2,17.1,10.2,41.7,8.7,8.2,38.1,44.1,23.8,33.3,48.6,15.6,2.6,40.6,23.6,10.2,6.7,0.6,18.3,2639.0,50.1,49.9,8401.0,79.0,2.6158,8401.0,1,2.24069427017983,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
840200.0,BRIDGEPORT,1377.0,6.9,57.1,17.7,22.0,8.1,26.6,15.5,8.2,53.7,32.1,18.2,25.7,37.9,27.8,8.6,42.5,18.0,5.6,4.0,1.6,28.4,2580.0,47.7,52.3,8402.0,83.0,2.403,8402.0,1,6.24069427017983,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
840300.0,MCKINLEY PARK,2007.0,8.5,56.7,24.3,17.4,13.8,31.8,12.9,4.4,45.3,38.3,20.4,13.4,45.8,31.1,9.8,44.1,17.9,2.0,0.4,2.6,33.1,4025.0,51.2,48.8,8403.0,81.1,1.7168,8403.0,1,4.340694270179824,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
840400.0,MCKINLEY PARK,1642.0,7.7,56.2,31.0,13.5,13.4,25.4,18.1,8.2,44.7,39.0,21.5,26.4,45.4,16.4,11.8,43.6,15.9,5.3,0.5,3.7,31.0,3327.0,50.8,49.2,8404.0,78.2,1.3327,8404.0,1,1.4406942701798329,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
840700.0,SOUTH LAWNDALE,1987.0,9.7,54.7,39.7,35.5,14.4,20.5,5.0,5.4,21.7,44.7,36.2,31.4,45.9,19.2,3.4,34.7,26.2,3.7,9.3,5.9,20.2,4272.0,49.8,50.2,8407.0,80.0,3.8555,8407.0,1,3.24069427017983,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
840800.0,SOUTH LAWNDALE,1413.0,9.4,54.2,34.1,32.7,12.4,33.8,4.1,0.6,17.1,55.4,32.1,25.1,49.6,20.4,4.8,50.6,21.2,7.2,2.8,2.6,15.6,3211.0,49.9,50.1,8408.0,79.4,3.4192,8408.0,1,2.6406942701798357,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
841000.0,NEAR SOUTH SIDE,456.0,5.8,63.6,10.5,5.2,4.3,9.8,26.2,38.5,60.2,25.7,18.3,23.4,56.7,19.9,0.0,60.8,8.8,1.7,0.0,2.7,26.0,736.0,43.2,56.8,8410.0,71.66666666666667,2.493733333333333,8410.0,0,-5.092639063153499,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
650100.0,WEST LAWN,2404.0,8.2,62.8,18.0,26.3,14.3,32.8,5.6,1.1,40.1,38.8,25.9,12.5,34.8,32.0,20.7,68.7,15.8,0.9,0.8,0.7,13.2,4515.0,50.7,49.3,6501.0,78.6,1.5297,6501.0,1,1.8406942701798243,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
310800.0,LOWER WEST SIDE,2461.0,2.6,68.3,13.4,24.6,11.0,23.0,13.2,3.9,36.3,33.3,34.5,37.7,40.9,17.5,3.8,32.5,15.9,6.9,4.5,1.6,38.5,4509.0,55.2,44.8,3108.0,77.1,1.4522,3108.0,1,0.34069427017982434,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
330200.0,NEAR SOUTH SIDE,2214.0,3.2,68.6,7.3,7.5,5.1,5.8,30.0,32.9,78.1,22.3,5.7,24.7,53.6,19.9,1.8,45.9,5.5,11.1,3.6,9.7,24.2,3730.0,43.9,56.1,3302.0,80.3,1.8031,3302.0,1,3.540694270179827,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
340500.0,ARMOUR SQUARE,829.0,8.6,49.2,32.3,21.3,7.8,21.3,15.1,11.5,54.7,37.9,10.3,46.3,31.5,19.1,3.1,48.3,9.5,16.0,4.2,2.5,19.5,1629.0,51.7,48.3,3405.0,78.4,2.1437,3405.0,1,1.6406942701798357,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
351500.0,DOUGLAS,264.0,15.2,49.5,15.1,0.0,1.2,27.4,19.4,25.8,69.6,11.4,19.0,23.9,50.6,14.2,11.4,37.6,19.3,5.4,3.5,7.4,26.7,447.0,51.2,48.8,3515.0,74.7,1.8575,3515.0,0,-2.059305729820167,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
390300.0,KENWOOD,1180.0,12.7,45.9,39.5,3.1,12.6,27.3,14.3,10.4,37.3,58.0,11.7,49.2,42.8,6.0,2.0,56.3,4.3,1.1,0.0,8.7,29.6,2708.0,39.1,60.9,3903.0,73.3,2.1609,3903.0,0,-3.459305729820173,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
400800.0,WASHINGTON PARK,1160.0,15.1,39.6,55.1,4.1,19.7,34.5,6.7,1.5,20.1,68.9,14.1,63.8,35.0,0.9,0.3,26.7,12.7,9.7,3.0,2.1,45.9,3164.0,43.6,56.4,4008.0,72.0,1.7048,4008.0,0,-4.75930572982017,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
410800.0,HYDE PARK,1680.0,7.4,55.8,15.4,0.0,1.6,13.3,27.5,41.3,71.6,29.3,10.3,43.6,40.3,12.4,3.6,31.0,1.1,34.8,4.8,7.9,20.4,3278.0,49.1,50.9,4108.0,82.7,3.7622,4108.0,1,5.940694270179833,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
243100.0,WEST TOWN,1693.0,5.6,69.6,8.0,14.5,7.2,15.7,37.4,17.8,62.2,18.9,23.5,18.5,39.3,31.4,10.8,37.6,6.0,5.1,8.4,6.5,36.4,2659.0,50.8,49.2,2431.0,85.6,3.8071,2431.0,1,8.840694270179824,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
243300.0,WEST TOWN,1863.0,6.3,80.7,9.1,7.0,1.8,16.6,40.8,18.3,73.6,13.5,17.3,13.8,56.5,27.3,2.5,40.3,3.4,3.8,8.4,8.6,35.5,2437.0,45.8,54.2,2433.0,78.9,2.8480333333333334,2433.0,1,2.1406942701798357,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
250300.0,AUSTIN,2264.0,9.9,53.0,30.1,7.9,17.6,35.2,12.4,3.5,43.1,42.1,18.4,22.2,38.0,29.9,9.9,73.7,4.2,0.0,2.2,0.8,19.1,4796.0,51.0,49.0,2503.0,74.3,2.0112,2503.0,0,-2.459305729820173,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
251500.0,AUSTIN,1677.0,14.4,40.1,27.5,4.7,20.6,43.1,4.7,2.9,32.8,47.6,23.6,41.7,40.2,12.6,5.5,44.1,8.1,1.8,1.6,2.7,41.7,3922.0,46.9,53.1,2515.0,72.0,1.1397,2515.0,0,-4.75930572982017,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
251900.0,AUSTIN,2259.0,18.7,40.7,40.7,4.9,18.6,33.8,6.0,2.4,27.2,55.4,20.2,53.5,31.2,14.2,1.1,44.5,3.1,3.7,0.0,1.7,47.0,5509.0,47.4,52.6,2519.0,69.3,1.5709,2519.0,0,-7.459305729820173,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
260500.0,WEST GARFIELD PARK,593.0,8.3,34.6,35.4,4.7,18.4,42.1,5.3,0.0,27.7,54.5,25.6,40.3,41.0,12.6,6.1,62.7,1.7,2.8,11.1,0.0,21.7,1797.0,52.1,47.9,2605.0,70.1,3.472,2605.0,0,-6.659305729820176,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
390400.0,KENWOOD,1330.0,10.8,49.1,23.7,8.7,12.3,19.2,15.6,12.3,55.2,47.1,8.9,48.1,39.0,11.3,1.6,45.3,2.7,8.3,3.7,3.1,36.9,2693.0,50.6,49.4,3904.0,73.4,1.931,3904.0,0,-3.3593057298201643,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
420100.0,WOODLAWN,468.0,3.7,42.0,33.1,1.9,9.9,25.1,13.8,7.9,38.1,56.6,10.7,61.2,35.6,2.6,0.6,41.4,0.7,8.8,5.5,2.9,40.7,1329.0,33.8,66.2,4201.0,71.1,2.5807,4201.0,0,-5.659305729820176,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
420400.0,WOODLAWN,563.0,9.8,44.1,41.3,1.7,16.2,11.1,17.4,31.9,49.3,52.3,7.3,44.7,38.0,14.3,3.0,33.2,4.0,35.0,0.0,9.6,18.3,1307.0,46.6,53.4,4204.0,74.9,2.8035,4204.0,0,-1.8593057298201643,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
431200.0,SOUTH SHORE,1589.0,11.9,48.4,11.2,2.7,5.5,26.5,16.2,13.8,55.8,38.4,15.7,29.9,37.7,24.2,8.2,45.5,9.9,5.0,0.0,0.7,38.9,3296.0,47.1,52.9,4312.0,72.6,2.1584,4312.0,0,-4.159305729820176,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
460500.0,SOUTH CHICAGO,2246.0,8.6,46.8,8.7,0.6,9.1,21.6,13.9,10.6,61.4,48.6,7.1,17.8,54.5,21.7,6.1,62.8,1.9,0.0,0.0,4.5,30.7,4768.0,37.9,62.1,4605.0,72.4,1.4859,4605.0,0,-4.359305729820164,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
480200.0,CALUMET HEIGHTS,568.0,13.8,41.4,25.4,1.2,7.7,19.2,18.2,7.1,50.6,54.1,14.1,25.7,60.8,12.7,0.7,34.4,5.4,12.7,1.3,3.1,43.2,1208.0,39.8,60.2,4802.0,79.7,3.0276,4802.0,1,2.940694270179833,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
490500.0,ROSELAND,1080.0,9.4,47.4,11.0,2.0,8.0,13.7,17.7,16.5,63.0,33.5,12.8,9.4,48.0,31.6,11.0,60.2,3.5,9.3,0.0,2.6,24.5,2266.0,43.4,56.6,4905.0,76.5,1.5699,4905.0,0,-0.25930572982017,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
490600.0,ROSELAND,690.0,17.1,39.8,13.9,3.1,11.1,30.8,13.6,13.0,59.7,36.6,14.7,17.6,55.7,13.8,12.8,77.1,0.0,0.0,0.0,0.4,22.4,1433.0,46.7,53.3,4906.0,71.2,2.0915,4906.0,0,-5.559305729820167,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
490800.0,ROSELAND,1826.0,12.4,44.9,20.8,3.4,11.4,19.7,14.3,6.9,53.2,47.8,10.8,18.6,49.5,27.6,4.3,60.4,9.4,0.0,0.0,2.5,27.8,3883.0,38.8,61.2,4908.0,69.6,1.7533,4908.0,0,-7.159305729820176,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
500200.0,PULLMAN,1050.0,21.9,48.4,28.2,1.7,6.6,29.1,16.5,5.9,33.9,52.0,18.7,35.8,42.6,16.2,5.4,57.8,9.0,2.1,0.0,4.5,26.6,1995.0,39.6,60.4,5002.0,72.7,2.056,5002.0,0,-4.059305729820167,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
510300.0,SOUTH DEERING,2827.0,17.5,40.5,21.3,3.6,7.2,32.9,7.5,6.5,45.4,53.7,15.9,27.0,41.3,21.3,10.4,49.5,8.0,1.3,1.0,4.0,36.2,5988.0,44.3,55.7,5103.0,74.6,1.3944,5103.0,0,-2.1593057298201757,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
520300.0,EAST SIDE,2747.0,14.0,52.0,27.9,18.8,11.5,36.0,7.3,4.2,41.8,44.7,18.1,12.1,42.3,27.7,17.9,72.9,8.7,3.4,0.3,1.9,12.7,5933.0,52.9,47.1,5203.0,77.0,1.366,5203.0,1,0.24069427017983003,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
200300.0,HERMOSA,1339.0,10.6,64.5,25.9,33.2,18.3,24.4,5.7,2.0,27.6,41.1,34.6,16.0,45.7,27.3,11.0,59.2,11.0,2.8,7.0,0.6,19.4,2399.0,50.5,49.5,2003.0,76.0,1.7906,2003.0,0,-0.75930572982017,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
110100.0,JEFFERSON PARK,3024.0,6.1,59.7,8.4,6.9,7.5,24.5,20.5,12.0,63.0,28.8,17.6,14.7,33.3,38.2,13.8,77.6,5.2,2.1,0.0,3.8,11.3,6020.0,45.3,54.7,1101.0,82.3,1.6223,1101.0,1,5.540694270179827,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
110200.0,JEFFERSON PARK,1779.0,8.5,60.6,6.7,7.3,2.6,29.0,18.4,9.1,65.3,25.4,17.4,16.6,37.4,31.6,14.4,75.1,10.9,2.1,0.0,0.4,11.5,3055.0,48.4,51.6,1102.0,78.7,2.0576,1102.0,1,1.9406942701798329,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
130200.0,NORTH PARK,932.0,5.7,66.3,4.6,1.6,3.0,10.7,40.1,16.8,72.7,25.5,11.5,10.0,40.6,38.7,10.8,68.9,6.6,2.8,2.3,4.8,14.6,1620.0,48.1,51.9,1302.0,83.3,2.4384,1302.0,1,6.540694270179827,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
271800.0,EAST GARFIELD PARK,366.0,9.4,34.2,63.4,1.8,7.1,56.3,5.7,0.0,12.5,71.2,16.3,48.3,39.3,12.4,0.0,49.2,2.8,0.0,4.8,0.0,43.1,1345.0,43.6,56.4,2718.0,69.5,3.2451,2718.0,0,-7.25930572982017,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
280800.0,NEAR WEST SIDE,385.0,16.2,36.1,32.9,10.4,13.9,21.4,9.9,3.5,37.3,52.4,14.6,45.0,38.2,15.3,1.5,39.8,10.9,12.4,0.0,3.0,33.8,951.0,51.9,48.1,2808.0,73.8,1.5225,2808.0,0,-2.959305729820173,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
280900.0,NEAR WEST SIDE,397.0,17.2,46.7,40.2,8.0,19.6,14.5,14.3,9.6,38.5,57.3,8.3,37.2,41.3,14.4,7.0,57.3,9.1,3.6,1.5,6.6,21.9,888.0,40.9,59.1,2809.0,75.10000000000001,2.8044,2809.0,0,-1.6593057298201614,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
281900.0,NEAR WEST SIDE,3519.0,5.1,70.2,7.2,0.6,0.3,2.5,43.8,48.1,91.8,7.2,4.7,54.8,41.0,2.9,1.2,20.0,1.8,48.2,1.0,1.4,27.7,4888.0,48.7,51.3,2819.0,75.60000000000001,2.1579,2819.0,0,-1.1593057298201614,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
291200.0,NORTH LAWNDALE,934.0,16.8,38.2,47.8,6.1,11.7,35.6,11.0,5.2,30.0,60.8,10.7,52.3,31.5,10.1,6.0,40.2,9.1,0.0,0.0,5.6,45.1,2471.0,35.3,64.7,2912.0,72.0,2.5848,2912.0,0,-4.75930572982017,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
460200.0,SOUTH CHICAGO,1222.0,14.2,50.4,41.5,11.6,20.0,32.3,6.7,2.7,26.3,58.0,19.3,33.8,40.9,18.1,7.2,58.4,12.7,1.9,3.1,3.2,20.6,2523.0,49.1,50.9,4602.0,73.5,2.4665,4602.0,0,-3.25930572982017,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
480400.0,CALUMET HEIGHTS,3041.0,8.4,48.9,6.2,6.7,5.8,25.6,15.0,12.8,58.8,55.4,10.4,13.7,44.7,25.4,16.1,75.8,4.9,0.0,1.2,1.5,16.6,6301.0,42.3,57.7,4804.0,76.5,2.501,4804.0,0,-0.25930572982017,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
520200.0,EAST SIDE,1659.0,12.7,50.8,34.4,25.1,15.9,29.7,5.7,1.3,33.6,49.2,20.7,30.6,34.3,26.9,8.2,61.3,16.6,0.5,0.0,0.2,21.4,4120.0,49.3,50.7,5202.0,79.9,3.9464,5202.0,1,3.1406942701798357,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
520600.0,EAST SIDE,1298.0,11.5,48.8,10.4,12.5,15.6,37.2,9.4,3.5,53.0,34.6,22.2,14.7,32.1,37.3,15.9,76.7,11.9,2.5,0.0,0.6,8.3,2825.0,47.2,52.8,5206.0,79.6,1.8561,5206.0,1,2.8406942701798243,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
560300.0,GARFIELD RIDGE,1586.0,6.2,54.1,5.4,18.7,7.6,28.3,12.6,2.4,52.7,37.3,15.8,3.8,29.0,46.9,20.3,66.3,15.9,2.4,0.8,2.3,12.4,3430.0,48.7,51.3,5603.0,76.0,2.0013,5603.0,0,-0.75930572982017,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
560800.0,GARFIELD RIDGE,3259.0,7.6,59.8,0.0,11.7,8.9,29.6,17.8,8.3,77.3,21.1,9.8,5.8,40.1,38.3,15.8,83.4,3.5,2.5,0.0,1.4,9.1,6064.0,48.2,51.8,5608.0,80.0,1.4908,5608.0,1,3.24069427017983,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
580200.0,BRIGHTON PARK,1430.0,8.0,56.5,27.3,27.1,17.5,24.4,8.3,1.5,33.1,45.8,23.8,19.2,45.9,24.6,10.3,62.8,11.0,0.9,2.4,3.0,19.8,3020.0,50.3,49.7,5802.0,77.86666666666666,2.1066333333333334,5802.0,1,1.10736093684649,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
