Tract,neighborhood,Labor Force,Unemployed,Employed,Family Poverty,No HS,Some HS,HS Graduates,Bachelors Degree,Grad/Prof Degree,Private Health Ins,Public Health Ins,No Health Ins,No Vehicles,One Vehicle,Two Vehicles,Three+ Vehicles,Drive Alone,Carpooled,Walked,Other means,WFH,Public Transit,Total Population,Male,Female,Census Tract Number,Life Expectancy,Life Expectancy Standard Error,NAME10,Life Expectancy_abvavg,Life_Expectancy_Difference,Unemployed_cat_10-15%,Unemployed_cat_15-20%,Unemployed_cat_20-25%,Unemployed_cat_25 or more,Unemployed_cat_5-10%,Unemployed_cat_less than 5%,sex_cat_More Men,sex_cat_More Women,vehicle_cat_No Vehicles,vehicle_cat_One Vehicle,vehicle_cat_Three+ Vehicles,vehicle_cat_Two Vehicles,transport_cat_Carpooled,transport_cat_Drive Alone,transport_cat_Public Transit,transport_cat_Walked,education_cat_Bachelors Degree,education_cat_Grad/Prof Degree,education_cat_HS Graduates,education_cat_No HS,education_cat_Some HS,health_ins_cat_No Health Ins,health_ins_cat_Private Health Ins,health_ins_cat_Public Health Ins,area_Central,area_Far North Side,area_Far South Side,area_Far Southwest Side,area_North Side,area_Northwest Side,area_South Side,area_Southwest Side,area_West Side
160601.0,IRVING PARK,2466.0,3.4,68.6,9.0,15.4,14.1,13.2,22.9,12.0,56.5,19.7,28.5,12.5,45.3,36.7,5.5,57.6,8.3,1.8,6.0,5.9,20.4,4383.0,49.7,50.3,1606.01,81.4,1.6383,1606.01,1,4.640694270179836,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
160602.0,IRVING PARK,2451.0,4.1,72.5,10.3,10.0,7.9,24.7,25.6,8.2,63.9,19.1,21.1,15.3,53.9,26.1,4.7,58.2,5.5,3.8,6.8,1.6,24.1,3970.0,46.6,53.4,1606.02,77.9,1.9101,1606.02,1,1.1406942701798357,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
160501.0,IRVING PARK,2532.0,2.2,71.3,14.5,20.6,14.4,20.6,20.1,7.1,32.7,37.3,34.4,20.5,34.9,30.6,14.0,48.9,10.2,2.5,1.4,1.9,35.1,4683.0,50.0,50.0,1605.01,82.3,2.029,1605.01,1,5.540694270179827,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
190601.0,BELMONT CRAGIN,2362.0,10.1,63.6,22.6,17.8,10.9,28.8,7.2,5.7,45.0,34.9,22.0,13.0,50.0,21.3,15.7,53.0,14.6,7.8,7.0,1.5,16.1,4695.0,43.3,56.7,1906.01,79.6,2.6066,1906.01,1,2.8406942701798243,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
190401.0,BELMONT CRAGIN,2085.0,10.9,57.3,14.1,16.9,11.2,34.3,11.5,4.0,37.1,41.5,25.5,11.2,34.7,44.6,9.6,70.5,9.5,0.3,5.1,3.8,10.9,4124.0,46.1,53.9,1904.01,78.5,1.843,1904.01,1,1.74069427017983,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
837300.0,EAST GARFIELD PARK,667.0,7.9,33.7,31.8,4.4,15.8,33.3,8.2,6.4,38.4,50.9,16.7,30.7,40.1,20.8,8.4,60.0,1.1,0.9,1.7,6.0,30.3,2138.0,53.3,46.7,8373.0,66.2,2.1973,8373.0,0,-10.559305729820167,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
837400.0,EAST GARFIELD PARK,920.0,17.2,38.7,45.0,6.1,18.4,37.1,9.7,1.2,26.8,50.0,26.3,49.8,39.3,10.9,0.0,44.6,1.3,2.5,5.2,8.3,38.1,2062.0,54.5,45.5,8374.0,72.0,1.7291,8374.0,0,-4.75930572982017,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
837800.0,NEAR WEST SIDE,1892.0,15.7,55.5,31.2,1.8,13.7,21.8,31.4,10.1,49.5,39.7,11.8,24.7,47.5,22.3,5.5,54.8,5.5,1.7,0.5,3.8,33.6,3472.0,51.7,48.3,8378.0,72.3,2.4062,8378.0,0,-4.459305729820173,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
320600.0,LOOP,3573.0,4.5,75.8,7.9,0.7,0.3,3.0,42.8,37.7,88.0,15.5,2.5,34.9,50.1,14.3,0.7,33.1,2.1,28.2,2.6,7.2,26.8,4791.0,48.0,52.0,3206.0,81.7,3.7061,3206.0,1,4.940694270179833,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
350400.0,DOUGLAS,497.0,15.0,36.5,66.0,5.6,19.9,33.1,2.8,0.0,13.1,78.1,11.1,74.7,23.6,1.7,0.0,32.5,4.9,4.3,0.0,4.3,54.0,1647.0,38.1,61.9,3504.0,74.7,1.8575,3504.0,0,-2.059305729820167,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
30900.0,EDGEWATER,2231.0,2.1,76.8,2.0,3.3,3.9,9.2,33.7,25.6,72.9,18.1,16.8,25.1,51.1,22.6,1.2,36.0,3.5,12.1,0.4,13.9,34.1,3188.0,51.0,49.0,309.0,81.9,2.3202,309.0,1,5.140694270179836,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
100200.0,NORWOOD PARK,3706.0,4.7,64.0,3.4,2.1,5.5,28.5,19.6,9.4,79.1,24.2,9.3,6.4,42.5,35.6,15.6,78.9,8.2,1.8,0.0,1.3,9.7,6424.0,50.2,49.8,1002.0,80.8,1.3701,1002.0,1,4.040694270179827,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
100300.0,NORWOOD PARK,2428.0,3.1,46.0,5.2,4.7,5.2,25.3,20.2,12.2,82.2,31.5,4.5,29.2,28.7,32.8,9.2,72.4,4.2,6.3,0.9,5.0,11.2,5783.0,42.2,57.8,1003.0,79.8,1.1709,1003.0,1,3.040694270179827,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
120400.0,FOREST GLEN,1952.0,4.6,66.1,4.5,7.7,5.2,20.3,23.5,15.4,79.5,19.0,7.3,11.2,33.3,45.3,10.1,71.2,4.9,0.6,3.5,0.3,19.5,3671.0,46.2,53.8,1204.0,83.56666666666666,1.5857333333333334,1204.0,1,6.807360936846493,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
150300.0,PORTAGE PARK,4776.0,4.8,65.9,10.8,2.4,6.5,32.6,21.5,11.4,64.7,29.0,13.5,14.8,39.7,26.6,19.0,64.0,9.3,2.8,1.2,4.4,18.4,8298.0,50.7,49.3,1503.0,82.9,2.1038,1503.0,1,6.140694270179836,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
151200.0,PORTAGE PARK,1923.0,4.2,60.5,6.7,8.8,12.4,38.9,10.6,7.4,63.6,25.8,18.8,11.4,28.7,43.8,16.2,69.3,14.9,1.1,4.1,0.0,10.6,3541.0,46.9,53.1,1512.0,79.6,1.5204,1512.0,1,2.8406942701798243,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
160200.0,IRVING PARK,1897.0,3.3,66.3,1.0,4.9,3.2,14.5,32.3,19.9,74.9,21.5,10.4,8.0,53.5,31.4,7.2,56.6,3.9,8.2,1.6,4.6,25.1,3295.0,54.5,45.5,1602.0,78.4,1.4854,1602.0,1,1.6406942701798357,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
170400.0,DUNNING,1915.0,5.7,57.6,15.5,3.3,9.8,39.5,15.9,4.2,60.1,34.9,16.3,6.8,42.3,38.2,12.6,75.5,11.9,2.0,2.0,0.0,8.5,3603.0,48.8,51.2,1704.0,79.0,1.8446,1704.0,1,2.24069427017983,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
170800.0,DUNNING,2112.0,5.4,60.3,4.7,10.1,3.5,29.8,16.2,8.7,62.7,27.6,17.8,6.9,33.2,44.6,15.3,77.1,12.8,0.5,2.7,1.3,5.5,3775.0,45.6,54.4,1708.0,78.9,1.587,1708.0,1,2.1406942701798357,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
180100.0,MONTCLARE,3138.0,5.2,64.3,14.3,8.4,8.8,33.6,10.8,8.2,53.3,36.0,17.5,11.4,31.0,37.8,19.8,72.1,12.6,1.0,0.8,0.7,12.7,5786.0,49.9,50.1,1801.0,77.2,1.3622,1801.0,1,0.44069427017983287,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
200100.0,HERMOSA,2605.0,6.1,65.4,8.2,22.9,8.8,25.0,9.8,7.9,42.2,41.6,20.3,12.9,34.3,42.6,10.2,64.5,4.3,2.8,2.4,3.9,22.0,5078.0,49.0,51.0,2001.0,81.6,2.0926,2001.0,1,4.840694270179824,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
160900.0,IRVING PARK,1498.0,5.8,69.8,2.9,3.3,1.6,15.5,28.7,18.6,75.6,15.6,13.8,14.8,45.4,34.5,5.2,45.8,10.2,6.8,1.8,11.6,23.7,2384.0,46.5,53.5,1609.0,79.6,2.7427,1609.0,1,2.8406942701798243,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
170900.0,DUNNING,1002.0,5.2,64.8,10.0,6.4,11.6,38.8,14.2,6.8,68.9,24.8,14.3,17.1,36.1,30.6,16.2,67.9,10.0,1.2,1.3,0.8,18.9,1729.0,50.0,50.0,1709.0,78.7,2.0977,1709.0,1,1.9406942701798329,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
220300.0,LOGAN SQUARE,1634.0,4.9,78.5,5.4,7.2,3.0,9.1,40.7,21.6,72.1,17.4,13.2,14.0,42.1,35.0,9.0,54.8,7.0,2.6,4.5,8.8,22.3,2389.0,52.8,47.2,2203.0,78.9,2.8114,2203.0,1,2.1406942701798357,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
630100.0,GAGE PARK,528.0,6.7,61.7,17.6,26.3,12.7,40.6,5.2,1.0,17.6,41.4,42.4,19.1,44.6,25.2,11.1,67.5,6.9,5.0,0.0,0.0,20.6,1045.0,56.2,43.8,6301.0,77.36666666666666,1.9646000000000001,6301.0,1,0.6073609368464901,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
661000.0,CHICAGO LAWN,2588.0,18.6,42.0,24.1,5.9,6.0,40.6,13.8,5.1,32.3,55.8,20.5,29.5,41.3,24.4,4.9,60.2,10.3,1.1,0.0,4.1,24.3,5501.0,42.1,57.9,6610.0,76.5,2.8578,6610.0,0,-0.25930572982017,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
670200.0,WEST ENGLEWOOD,356.0,14.7,41.5,38.6,3.8,15.5,54.8,1.1,0.0,28.9,54.9,21.9,41.9,36.5,19.5,2.2,51.0,3.4,3.0,0.0,0.0,42.6,873.0,42.4,57.6,6702.0,62.2,2.4924,6702.0,0,-14.559305729820167,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
10400.0,ROGERS PARK,2863.0,5.8,57.2,6.4,0.9,0.0,14.8,35.2,32.6,81.1,13.6,7.8,40.5,43.4,14.5,1.6,22.0,6.5,14.0,2.2,9.4,45.9,5011.0,41.2,58.8,104.0,79.7,1.9647,104.0,1,2.940694270179833,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
380100.0,GRAND BOULEVARD,840.0,12.2,43.3,30.5,5.8,16.2,12.3,19.7,10.2,45.9,55.6,3.6,44.4,39.4,13.3,2.8,59.7,5.3,11.1,0.0,5.8,18.0,1927.0,47.1,52.9,3801.0,69.8,2.8076,3801.0,0,-6.959305729820173,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
671800.0,WEST ENGLEWOOD,482.0,13.7,36.0,26.3,9.4,15.7,37.5,10.0,3.3,26.3,64.3,15.7,37.0,35.4,20.6,7.0,45.6,6.9,10.0,0.0,2.9,34.7,1260.0,48.1,51.9,6718.0,65.0,2.5273,6718.0,0,-11.75930572982017,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
691100.0,GREATER GRAND CROSSING,1198.0,9.6,37.5,46.9,3.4,16.9,26.3,7.0,4.1,27.0,62.1,16.3,40.6,49.8,7.8,1.7,32.5,15.5,8.1,0.0,4.6,39.3,3261.0,40.3,59.7,6911.0,71.9,1.7352,6911.0,0,-4.859305729820164,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
530300.0,WEST PULLMAN,2201.0,15.8,46.6,26.3,3.4,13.7,27.1,11.1,6.3,52.5,48.2,11.8,10.2,46.6,34.3,8.9,69.2,8.9,2.8,0.0,3.9,15.3,4638.0,44.1,55.9,5303.0,73.0,1.3717,5303.0,0,-3.75930572982017,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
560900.0,GARFIELD RIDGE,2936.0,7.4,57.9,5.9,5.7,5.1,34.7,15.6,9.6,78.6,22.7,8.6,6.8,31.5,36.8,24.9,78.7,9.4,1.2,0.3,0.8,9.6,5341.0,51.7,48.3,5609.0,80.5,1.0658,5609.0,1,3.74069427017983,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
580300.0,BRIGHTON PARK,1192.0,7.0,58.5,18.0,44.6,14.7,20.3,4.2,0.7,37.0,42.2,22.9,13.7,51.4,22.1,12.9,44.7,35.1,0.7,0.7,0.0,18.9,2381.0,52.3,47.7,5803.0,77.9,1.9453,5803.0,1,1.1406942701798357,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
190402.0,BELMONT CRAGIN,2826.0,8.8,62.0,11.3,17.0,10.5,36.4,10.5,3.8,43.5,40.8,22.9,10.0,44.1,31.1,14.8,73.2,13.0,0.5,1.9,2.5,8.9,5178.0,47.0,53.0,1904.02,85.9,3.3414,1904.02,1,9.140694270179836,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
10201.0,ROGERS PARK,3736.0,6.4,58.4,29.1,13.1,7.9,21.3,18.4,10.6,39.6,34.4,29.1,20.0,59.2,18.5,2.3,45.3,8.2,3.3,4.7,5.2,33.3,7229.0,49.2,50.8,102.01,77.3,1.9253,102.01,1,0.5406942701798272,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
10502.0,ROGERS PARK,2129.0,3.6,66.2,19.9,11.9,1.7,11.2,28.4,18.0,62.1,22.8,17.8,43.6,36.9,14.8,4.7,23.7,8.5,12.8,2.7,3.1,49.0,3413.0,58.9,41.1,105.02,79.1,2.4009,105.02,1,2.3406942701798243,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
10202.0,ROGERS PARK,1163.0,6.6,53.8,31.3,6.3,9.9,20.7,23.6,12.4,49.0,34.0,21.6,40.3,48.9,9.9,0.9,41.5,2.6,0.4,5.1,7.7,42.8,2304.0,52.7,47.3,102.02,78.6,1.3567,102.02,1,1.8406942701798243,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
10501.0,ROGERS PARK,2542.0,10.7,63.0,14.3,0.2,7.2,11.1,29.7,22.8,55.7,26.4,21.1,40.4,48.2,9.5,2.0,30.6,2.5,4.9,3.3,7.5,51.2,3837.0,46.4,53.6,105.01,80.8,2.7576,105.01,1,4.040694270179827,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
10503.0,ROGERS PARK,1183.0,5.9,53.4,32.0,13.0,10.0,21.6,24.4,18.8,64.0,32.1,10.9,55.5,29.5,8.3,6.6,36.3,6.3,15.3,2.5,3.7,35.9,2080.0,50.2,49.8,105.03,78.4,3.4729,105.03,1,1.6406942701798357,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
10701.0,ROGERS PARK,2288.0,7.2,69.7,10.9,15.0,3.5,18.8,27.3,17.2,52.7,32.6,19.0,12.6,59.2,24.8,3.4,45.6,6.6,7.8,3.6,8.2,28.2,3999.0,48.8,51.2,107.01,83.8,3.7874,107.01,1,7.040694270179827,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
10702.0,ROGERS PARK,3077.0,9.3,69.8,35.3,18.3,6.7,17.6,24.8,14.3,44.2,32.0,25.8,33.9,47.2,16.9,1.9,35.7,8.2,10.7,3.7,4.0,37.7,5163.0,48.6,51.4,107.02,75.4,3.2467,107.02,0,-1.3593057298201643,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
20302.0,WEST RIDGE,2470.0,6.7,56.3,11.3,5.9,7.3,18.0,26.2,24.4,60.9,28.2,17.3,19.6,46.3,29.6,4.6,58.9,11.1,1.8,4.1,2.9,21.2,4886.0,46.5,53.5,203.02,73.0,1.0541,203.02,0,-3.75930572982017,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
20602.0,WEST RIDGE,1951.0,7.8,54.8,28.3,12.0,5.9,21.6,28.1,13.5,34.5,43.6,27.4,11.1,57.9,28.6,2.4,48.9,6.3,7.3,9.4,4.6,23.6,4113.0,55.4,44.6,206.02,79.6,1.5062,206.02,1,2.8406942701798243,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
20701.0,WEST RIDGE,864.0,6.1,60.2,9.5,8.8,4.1,16.9,18.0,22.7,69.8,38.7,6.2,9.6,34.4,49.4,6.6,74.0,10.9,1.8,0.0,5.5,7.8,1635.0,44.9,55.1,207.01,81.1,2.0599,207.01,1,4.340694270179824,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
20301.0,WEST RIDGE,2168.0,6.2,49.4,5.7,2.6,6.4,15.9,31.8,22.1,70.4,37.8,6.2,18.0,43.3,31.4,7.3,66.2,12.3,6.9,0.8,1.6,12.2,5142.0,50.2,49.8,203.01,83.7,1.2953,203.01,1,6.940694270179833,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
20601.0,WEST RIDGE,3113.0,8.5,57.2,20.3,8.9,7.7,27.8,20.8,13.3,50.0,36.9,19.4,15.6,46.5,31.3,6.6,53.6,8.3,13.2,4.0,3.9,17.0,6330.0,49.2,50.8,206.01,79.4,1.4872,206.01,1,2.6406942701798357,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
20702.0,WEST RIDGE,4328.0,3.4,68.0,19.2,16.9,11.3,21.0,25.3,6.0,46.6,38.3,19.4,12.1,43.7,28.3,15.9,58.5,18.6,11.9,0.3,0.3,10.3,7833.0,53.0,47.0,207.02,77.5,1.1972,207.02,1,0.74069427017983,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
20801.0,WEST RIDGE,2860.0,7.5,63.6,18.5,14.5,10.4,19.1,14.3,18.1,54.8,37.4,16.1,10.2,55.1,26.7,8.0,63.3,13.0,1.7,3.2,2.1,16.8,4760.0,52.4,47.6,208.01,80.4,2.6068,208.01,1,3.6406942701798357,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
20802.0,WEST RIDGE,3983.0,4.9,61.3,29.5,15.7,3.2,23.9,26.7,12.0,31.4,37.2,34.4,17.9,48.6,22.6,10.9,52.1,9.6,11.6,3.6,2.1,21.0,7508.0,52.2,47.8,208.02,79.1,1.313,208.02,1,2.3406942701798243,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
20901.0,WEST RIDGE,2706.0,3.8,67.9,26.2,7.8,8.2,21.3,26.9,12.7,45.0,40.5,20.7,16.9,55.0,23.2,4.8,50.0,9.0,8.4,2.5,5.0,25.1,5004.0,50.2,49.8,209.01,77.0,2.2504,209.01,1,0.24069427017983003,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
700401.0,ASHBURN,3350.0,6.4,65.2,5.2,6.1,5.6,29.9,14.9,7.0,64.9,27.2,12.5,4.0,44.9,31.8,19.3,69.7,12.9,1.4,0.0,2.2,13.8,6153.0,51.7,48.3,7004.01,76.7,1.3747,7004.01,0,-0.05930572982016713,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
700402.0,ASHBURN,2322.0,15.1,56.9,11.7,6.2,6.2,32.9,17.3,10.1,67.6,28.2,12.9,5.0,38.7,39.8,16.5,79.0,10.7,0.6,0.0,2.0,7.8,4192.0,46.4,53.6,7004.02,80.2,2.2214,7004.02,1,3.440694270179833,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
700501.0,ASHBURN,4048.0,9.2,52.8,2.2,4.5,5.1,27.4,15.9,7.0,66.0,31.6,10.7,9.8,39.0,38.0,13.2,62.1,10.2,0.6,1.8,2.0,23.3,7751.0,48.6,51.4,7005.01,76.2,2.1429,7005.01,0,-0.5593057298201671,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
700502.0,ASHBURN,1649.0,10.2,55.2,8.8,8.6,3.2,16.1,13.9,11.7,81.2,24.1,5.7,3.6,29.4,40.8,26.1,69.6,6.9,0.0,0.0,0.0,23.5,3162.0,50.5,49.5,7005.02,76.0,1.5599,7005.02,0,-0.75930572982017,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
730201.0,WASHINGTON HEIGHTS,2951.0,10.9,47.9,21.2,2.2,5.8,26.8,16.3,5.2,44.7,50.0,15.6,27.5,52.5,18.3,1.8,53.8,7.2,0.0,0.9,1.0,37.1,6305.0,41.3,58.7,7302.01,74.7,2.3158,7302.01,0,-2.059305729820167,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
730202.0,WASHINGTON HEIGHTS,1664.0,13.8,44.2,10.0,2.9,10.3,29.5,10.8,5.3,59.4,32.1,17.6,15.0,50.5,25.1,9.4,61.8,8.4,0.7,2.1,3.0,24.1,3342.0,48.1,51.9,7302.02,71.1,1.5758,7302.02,0,-5.659305729820176,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
760801.0,OHARE,2484.0,4.7,67.4,21.3,2.5,5.4,29.8,23.4,14.6,46.0,38.4,19.0,5.5,64.6,23.8,6.1,68.6,2.2,0.6,0.8,7.7,20.2,4477.0,52.8,47.2,7608.01,79.2,1.2902,7608.01,1,2.440694270179833,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
301701.0,SOUTH LAWNDALE,1588.0,6.7,55.2,37.1,33.8,15.6,30.2,5.4,0.8,23.2,47.3,30.7,11.0,58.9,24.7,5.4,46.2,39.4,1.6,0.0,3.7,9.1,3924.0,52.7,47.3,3017.01,77.0,1.5774,3017.01,1,0.24069427017983003,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
301802.0,SOUTH LAWNDALE,1484.0,6.1,60.2,33.7,36.1,15.5,30.2,2.2,2.0,28.9,41.5,33.0,15.3,63.0,13.1,8.6,54.0,17.9,13.7,0.0,5.3,9.1,3163.0,55.1,44.9,3018.02,76.0,1.5641,3018.02,0,-0.75930572982017,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
301702.0,SOUTH LAWNDALE,1876.0,7.5,54.0,35.4,42.8,13.6,28.0,3.9,0.0,23.4,45.7,33.5,13.0,54.6,21.1,11.3,50.3,31.7,5.6,0.4,1.9,10.0,4266.0,55.1,44.9,3017.02,77.0,1.7691,3017.02,1,0.24069427017983003,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
301801.0,SOUTH LAWNDALE,1689.0,6.8,49.6,26.5,40.6,17.1,29.8,2.0,0.1,24.0,49.2,30.3,17.4,45.4,27.3,10.0,63.8,20.3,8.3,0.0,1.6,6.0,4080.0,51.0,49.0,3018.01,77.0,1.7764,3018.01,1,0.24069427017983003,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
301803.0,SOUTH LAWNDALE,2334.0,5.1,56.6,29.5,42.6,9.6,33.8,1.0,1.9,21.2,42.6,38.2,23.2,42.1,24.0,10.7,54.5,20.8,9.1,1.8,3.6,10.3,5274.0,52.5,47.5,3018.03,77.0,1.6024,3018.03,1,0.24069427017983003,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
